drug,indication,in_l1000_pool,ra_label
methylprednisolone,"Leukemia, Lymphocytic, Chronic, B-Cell",True,known hit (approved)
methylprednisolone,"Lupus Erythematosus, Systemic",True,known hit (approved)
methylprednisolone,Lupus Nephritis,True,known hit (approved)
methylprednisolone,"Lymphohistiocytosis, Hemophagocytic",True,known hit (approved)
methylprednisolone,Lymphoma,True,known hit (approved)
methylprednisolone,"Lymphoma, AIDS-Related",True,known hit (approved)
methylprednisolone,"Lymphoma, Follicular",True,known hit (approved)
methylprednisolone,"Lymphoma, Large B-Cell, Diffuse",True,known hit (approved)
methylprednisolone,"Lymphoma, Large-Cell, Anaplastic",True,known hit (approved)
methylprednisolone,"Lymphoma, Non-Hodgkin",True,known hit (approved)
methylprednisolone,"Lymphoma, T-Cell, Peripheral",True,known hit (approved)
methylprednisolone,Lymphoproliferative Disorders,True,known hit (approved)
methylprednisolone,Macrophage Activation Syndrome,True,known hit (approved)
methylprednisolone,Melanoma,True,known hit (approved)
methylprednisolone,Meniere Disease,True,known hit (approved)
methylprednisolone,Microscopic Polyangiitis,True,known hit (approved)
methylprednisolone,Migraine Disorders,True,known hit (approved)
methylprednisolone,Mucocutaneous Lymph Node Syndrome,True,known hit (approved)
methylprednisolone,Multiple Myeloma,True,known hit (approved)
methylprednisolone,Multiple Sclerosis,True,known hit (approved)
methylprednisolone,"Multiple Sclerosis, Chronic Progressive",True,known hit (approved)
methylprednisolone,"Multiple Sclerosis, Relapsing-Remitting",True,known hit (approved)
methylprednisolone,Muscular Diseases,True,known hit (approved)
methylprednisolone,Myasthenia Gravis,True,known hit (approved)
methylprednisolone,Myelodysplastic Syndromes,True,known hit (approved)
methylprednisolone,Myelodysplastic-Myeloproliferative Diseases,True,known hit (approved)
methylprednisolone,Myeloproliferative Disorders,True,known hit (approved)
methylprednisolone,Myocarditis,True,known hit (approved)
methylprednisolone,Nasal Polyps,True,known hit (approved)
methylprednisolone,Neoplasms,True,known hit (approved)
methylprednisolone,"Neoplasms, Plasma Cell",True,known hit (approved)
methylprednisolone,Neuromyelitis Optica,True,known hit (approved)
methylprednisolone,Optic Nerve Diseases,True,known hit (approved)
methylprednisolone,Optic Neuritis,True,known hit (approved)
methylprednisolone,"Optic Neuropathy, Ischemic",True,known hit (approved)
methylprednisolone,Osteoarthritis,True,known hit (approved)
methylprednisolone,"Osteoarthritis, Knee",True,known hit (approved)
methylprednisolone,Ovarian Hyperstimulation Syndrome,True,known hit (approved)
methylprednisolone,Ovarian Neoplasms,True,known hit (approved)
methylprednisolone,Pain,True,known hit (approved)
methylprednisolone,Parkinson Disease,True,known hit (approved)
methylprednisolone,Pneumonia,True,known hit (approved)
methylprednisolone,"Pneumonia, Pneumocystis",True,known hit (approved)
methylprednisolone,Precursor Cell Lymphoblastic Leukemia-Lymphoma,True,known hit (approved)
methylprednisolone,Prostatic Neoplasms,True,known hit (approved)
methylprednisolone,"Prostatic Neoplasms, Castration-Resistant",True,known hit (approved)
methylprednisolone,"Pulmonary Disease, Chronic Obstructive",True,known hit (approved)
methylprednisolone,Pulpitis,True,known hit (approved)
methylprednisolone,"Purpura, Thrombocytopenic, Idiopathic",True,known hit (approved)
methylprednisolone,"Purpura, Thrombotic Thrombocytopenic",True,known hit (approved)
methylprednisolone,Radiculopathy,True,known hit (approved)
methylprednisolone,Radius Fractures,True,known hit (approved)
methylprednisolone,Renal Insufficiency,True,known hit (approved)
methylprednisolone,"Renal Insufficiency, Chronic",True,known hit (approved)
methylprednisolone,Respiratory Distress Syndrome,True,known hit (approved)
methylprednisolone,Respiratory Tract Diseases,True,known hit (approved)
methylprednisolone,"Scleroderma, Systemic",True,known hit (approved)
methylprednisolone,Severe Acute Respiratory Syndrome,True,known hit (approved)
methylprednisolone,Shoulder Pain,True,known hit (approved)
methylprednisolone,Sinusitis,True,known hit (approved)
methylprednisolone,"Spasms, Infantile",True,known hit (approved)
methylprednisolone,Specific Language Disorder,True,known hit (approved)
methylprednisolone,Spinal Cord Injuries,True,known hit (approved)
methylprednisolone,Spondylarthropathies,True,known hit (approved)
methylprednisolone,"Spondylitis, Ankylosing",True,known hit (approved)
methylprednisolone,Stiff-Person Syndrome,True,known hit (approved)
methylprednisolone,Stroke,True,known hit (approved)
methylprednisolone,Tenosynovitis,True,known hit (approved)
methylprednisolone,Thrombocytopenia,True,known hit (approved)
methylprednisolone,Urinary Tract Infections,True,known hit (approved)
methylprednisolone,"Uveitis, Posterior",True,known hit (approved)
methylprednisolone,Vestibular Neuronitis,True,known hit (approved)
methylprednisolone,Wounds and Injuries,True,known hit (approved)
methylprednisolone,rheumatoid arthritis,True,known hit (approved)
methylprednisolone acetate,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
methylprednisolone acetate,rheumatoid arthritis,False,out-of-pool (inert for the filter)
methylprednisolone sodium succinate,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
methylprednisolone sodium succinate,rheumatoid arthritis,False,out-of-pool (inert for the filter)
midazolam,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
midazolam,rheumatoid arthritis,False,out-of-pool (inert for the filter)
minocycline,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
minocycline,rheumatoid arthritis,False,out-of-pool (inert for the filter)
mizacorat,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
mizacorat,rheumatoid arthritis,False,out-of-pool (inert for the filter)
mizoribine,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
mizoribine,rheumatoid arthritis,False,out-of-pool (inert for the filter)
mk-0873,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
mk-0873,rheumatoid arthritis,False,out-of-pool (inert for the filter)
montelukast,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
montelukast,rheumatoid arthritis,False,out-of-pool (inert for the filter)
moxifloxacin,Abscess,True,reported RA investigation (not approved)
moxifloxacin,Acanthamoeba Keratitis,True,reported RA investigation (not approved)
moxifloxacin,Acquired Immunodeficiency Syndrome,True,reported RA investigation (not approved)
moxifloxacin,Acute Coronary Syndrome,True,reported RA investigation (not approved)
moxifloxacin,Alzheimer Disease,True,reported RA investigation (not approved)
moxifloxacin,Amyotrophic Lateral Sclerosis,True,reported RA investigation (not approved)
moxifloxacin,Anemia,True,reported RA investigation (not approved)
moxifloxacin,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
moxifloxacin,Asthma,True,reported RA investigation (not approved)
moxifloxacin,Bacterial Infections,True,reported RA investigation (not approved)
moxifloxacin,Breast Neoplasms,True,reported RA investigation (not approved)
moxifloxacin,"Bronchitis, Chronic",True,reported RA investigation (not approved)
moxifloxacin,"Carcinoma, Renal Cell",True,reported RA investigation (not approved)
moxifloxacin,Cardiotoxicity,True,reported RA investigation (not approved)
moxifloxacin,Cataract,True,reported RA investigation (not approved)
moxifloxacin,Cellulitis,True,reported RA investigation (not approved)
moxifloxacin,Cholangitis,True,reported RA investigation (not approved)
moxifloxacin,"Cholecystitis, Acute",True,reported RA investigation (not approved)
moxifloxacin,"Conjunctivitis, Bacterial",True,reported RA investigation (not approved)
moxifloxacin,Constipation,True,reported RA investigation (not approved)
moxifloxacin,Corneal Ulcer,True,reported RA investigation (not approved)
moxifloxacin,Coronary Disease,True,reported RA investigation (not approved)
moxifloxacin,Cystic Fibrosis,True,reported RA investigation (not approved)
moxifloxacin,Diabetes Mellitus,True,reported RA investigation (not approved)
moxifloxacin,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
moxifloxacin,Dyspepsia,True,reported RA investigation (not approved)
moxifloxacin,Endophthalmitis,True,reported RA investigation (not approved)
moxifloxacin,Epilepsy,True,reported RA investigation (not approved)
moxifloxacin,Erectile Dysfunction,True,reported RA investigation (not approved)
moxifloxacin,Eye Infections,True,reported RA investigation (not approved)
moxifloxacin,Fibromyalgia,True,reported RA investigation (not approved)
moxifloxacin,HIV Infections,True,reported RA investigation (not approved)
moxifloxacin,Heart Failure,True,reported RA investigation (not approved)
moxifloxacin,Helicobacter Infections,True,reported RA investigation (not approved)
moxifloxacin,Hepatitis C,True,reported RA investigation (not approved)
moxifloxacin,Hypertension,True,reported RA investigation (not approved)
moxifloxacin,Hypoglycemia,True,reported RA investigation (not approved)
moxifloxacin,"Hypotension, Orthostatic",True,reported RA investigation (not approved)
moxifloxacin,Immune System Diseases,True,reported RA investigation (not approved)
moxifloxacin,Infections,True,reported RA investigation (not approved)
moxifloxacin,Inflammation,True,reported RA investigation (not approved)
moxifloxacin,"Influenza, Human",True,reported RA investigation (not approved)
moxifloxacin,Keratitis,True,reported RA investigation (not approved)
moxifloxacin,Lice Infestations,True,reported RA investigation (not approved)
moxifloxacin,Lipid Metabolism Disorders,True,reported RA investigation (not approved)
moxifloxacin,Lung Diseases,True,reported RA investigation (not approved)
moxifloxacin,"Lupus Erythematosus, Systemic",True,reported RA investigation (not approved)
moxifloxacin,Lymphoma,True,reported RA investigation (not approved)
moxifloxacin,"Malaria, Vivax",True,reported RA investigation (not approved)
moxifloxacin,Meningitis,True,reported RA investigation (not approved)
moxifloxacin,Muscle Spasticity,True,reported RA investigation (not approved)
moxifloxacin,Myocardial Ischemia,True,reported RA investigation (not approved)
moxifloxacin,Nausea,True,reported RA investigation (not approved)
moxifloxacin,Neoplasms,True,reported RA investigation (not approved)
moxifloxacin,Non-alcoholic Fatty Liver Disease,True,reported RA investigation (not approved)
moxifloxacin,Obesity,True,reported RA investigation (not approved)
moxifloxacin,Osteomyelitis,True,reported RA investigation (not approved)
moxifloxacin,Otitis Media,True,reported RA investigation (not approved)
moxifloxacin,Pain,True,reported RA investigation (not approved)
moxifloxacin,Parkinson Disease,True,reported RA investigation (not approved)
moxifloxacin,Pelvic Inflammatory Disease,True,reported RA investigation (not approved)
moxifloxacin,Phenylketonurias,True,reported RA investigation (not approved)
moxifloxacin,Pneumonia,True,reported RA investigation (not approved)
moxifloxacin,"Pneumonia, Bacterial",True,reported RA investigation (not approved)
moxifloxacin,Postpartum Hemorrhage,True,reported RA investigation (not approved)
moxifloxacin,Premature Birth,True,reported RA investigation (not approved)
moxifloxacin,Psychotic Disorders,True,reported RA investigation (not approved)
moxifloxacin,"Pulmonary Disease, Chronic Obstructive",True,reported RA investigation (not approved)
moxifloxacin,Respiratory Tract Infections,True,reported RA investigation (not approved)
moxifloxacin,Restless Legs Syndrome,True,reported RA investigation (not approved)
moxifloxacin,Schizophrenia,True,reported RA investigation (not approved)
moxifloxacin,Severe Acute Respiratory Syndrome,True,reported RA investigation (not approved)
moxifloxacin,Sinusitis,True,reported RA investigation (not approved)
moxifloxacin,Skin Diseases,True,reported RA investigation (not approved)
moxifloxacin,Smoking Cessation,True,reported RA investigation (not approved)
moxifloxacin,Tuberculosis,True,reported RA investigation (not approved)
moxifloxacin,"Tuberculosis, Meningeal",True,reported RA investigation (not approved)
moxifloxacin,"Tuberculosis, Multidrug-Resistant",True,reported RA investigation (not approved)
moxifloxacin,"Tuberculosis, Pulmonary",True,reported RA investigation (not approved)
mycophenolate mofetil,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
mycophenolate mofetil,rheumatoid arthritis,False,out-of-pool (inert for the filter)
mycophenolate-mofetil,"Anemia, Aplastic",True,reported RA investigation (not approved)
mycophenolate-mofetil,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
mycophenolate-mofetil,Autoimmune Diseases,True,reported RA investigation (not approved)
mycophenolate-mofetil,Burkitt Lymphoma,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Carcinoma, Hepatocellular",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Carcinoma, Renal Cell",True,reported RA investigation (not approved)
mycophenolate-mofetil,Cardiovascular Diseases,True,reported RA investigation (not approved)
mycophenolate-mofetil,Chemical and Drug Induced Liver Injury,True,reported RA investigation (not approved)
mycophenolate-mofetil,Crohn Disease,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Cystitis, Interstitial",True,reported RA investigation (not approved)
mycophenolate-mofetil,Diabetic Nephropathies,True,reported RA investigation (not approved)
mycophenolate-mofetil,Epidermolysis Bullosa,True,reported RA investigation (not approved)
mycophenolate-mofetil,Gliosarcoma,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Glomerulonephritis, IGA",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Glomerulonephritis, Membranous",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Glomerulosclerosis, Focal Segmental",True,reported RA investigation (not approved)
mycophenolate-mofetil,Gout,True,reported RA investigation (not approved)
mycophenolate-mofetil,Graft vs Host Disease,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Granuloma, Lethal Midline",True,reported RA investigation (not approved)
mycophenolate-mofetil,Granulomatosis with Polyangiitis,True,reported RA investigation (not approved)
mycophenolate-mofetil,HIV Infections,True,reported RA investigation (not approved)
mycophenolate-mofetil,Heart Diseases,True,reported RA investigation (not approved)
mycophenolate-mofetil,Hematologic Diseases,True,reported RA investigation (not approved)
mycophenolate-mofetil,Hematologic Neoplasms,True,reported RA investigation (not approved)
mycophenolate-mofetil,Hepatitis C,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Hepatitis, Alcoholic",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Histiocytosis, Langerhans-Cell",True,reported RA investigation (not approved)
mycophenolate-mofetil,Hodgkin Disease,True,reported RA investigation (not approved)
mycophenolate-mofetil,Hypertension,True,reported RA investigation (not approved)
mycophenolate-mofetil,IgA Vasculitis,True,reported RA investigation (not approved)
mycophenolate-mofetil,Immunoblastic Lymphadenopathy,True,reported RA investigation (not approved)
mycophenolate-mofetil,Kidney Diseases,True,reported RA investigation (not approved)
mycophenolate-mofetil,Kidney Neoplasms,True,reported RA investigation (not approved)
mycophenolate-mofetil,Lecithin Cholesterol Acyltransferase Deficiency,True,reported RA investigation (not approved)
mycophenolate-mofetil,Leukemia,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia, Large Granular Lymphocytic",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia, Lymphocytic, Chronic, B-Cell",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia, Mast-Cell",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia, Myeloid, Acute",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia, Myelomonocytic, Chronic",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia, Myelomonocytic, Juvenile",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia, Prolymphocytic, B-Cell",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia, Prolymphocytic, T-Cell",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Leukemia-Lymphoma, Adult T-Cell",True,reported RA investigation (not approved)
mycophenolate-mofetil,Liver Diseases,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Lung Diseases, Interstitial",True,reported RA investigation (not approved)
mycophenolate-mofetil,Lupus Nephritis,True,reported RA investigation (not approved)
mycophenolate-mofetil,Lymphoma,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Lymphoma, B-Cell, Marginal Zone",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Lymphoma, Follicular",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Lymphoma, Large B-Cell, Diffuse",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Lymphoma, Large-Cell, Anaplastic",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Lymphoma, Mantle-Cell",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Lymphoma, Non-Hodgkin",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Lymphoma, T-Cell, Peripheral",True,reported RA investigation (not approved)
mycophenolate-mofetil,Macular Degeneration,True,reported RA investigation (not approved)
mycophenolate-mofetil,Melanoma,True,reported RA investigation (not approved)
mycophenolate-mofetil,Microscopic Polyangiitis,True,reported RA investigation (not approved)
mycophenolate-mofetil,Multiple Myeloma,True,reported RA investigation (not approved)
mycophenolate-mofetil,Myasthenia Gravis,True,reported RA investigation (not approved)
mycophenolate-mofetil,Mycosis Fungoides,True,reported RA investigation (not approved)
mycophenolate-mofetil,Myelodysplastic Syndromes,True,reported RA investigation (not approved)
mycophenolate-mofetil,Myeloproliferative Disorders,True,reported RA investigation (not approved)
mycophenolate-mofetil,Neoplasms,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Neoplasms, Neuroepithelial",True,reported RA investigation (not approved)
mycophenolate-mofetil,Nephrotic Syndrome,True,reported RA investigation (not approved)
mycophenolate-mofetil,Neuroblastoma,True,reported RA investigation (not approved)
mycophenolate-mofetil,Neuromyelitis Optica,True,reported RA investigation (not approved)
mycophenolate-mofetil,Pancreatic Neoplasms,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Pemphigoid, Benign Mucous Membrane",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Pemphigoid, Bullous",True,reported RA investigation (not approved)
mycophenolate-mofetil,Pemphigus,True,reported RA investigation (not approved)
mycophenolate-mofetil,Polycythemia Vera,True,reported RA investigation (not approved)
mycophenolate-mofetil,Polyradiculopathy,True,reported RA investigation (not approved)
mycophenolate-mofetil,Precursor Cell Lymphoblastic Leukemia-Lymphoma,True,reported RA investigation (not approved)
mycophenolate-mofetil,Primary Myelofibrosis,True,reported RA investigation (not approved)
mycophenolate-mofetil,Psoriasis,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Purpura, Thrombocytopenic, Idiopathic",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Red-Cell Aplasia, Pure",True,reported RA investigation (not approved)
mycophenolate-mofetil,Renal Insufficiency,True,reported RA investigation (not approved)
mycophenolate-mofetil,"Renal Insufficiency, Chronic",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Scleroderma, Diffuse",True,reported RA investigation (not approved)
mycophenolate-mofetil,"Scleroderma, Systemic",True,reported RA investigation (not approved)
mycophenolate-mofetil,Sezary Syndrome,True,reported RA investigation (not approved)
mycophenolate-mofetil,Sjogren's Syndrome,True,reported RA investigation (not approved)
mycophenolate-mofetil,Takayasu Arteritis,True,reported RA investigation (not approved)
mycophenolate-mofetil,Uveitis,True,reported RA investigation (not approved)
mycophenolate-mofetil,Vasculitis,True,reported RA investigation (not approved)
mycophenolate-mofetil,Waldenstrom Macroglobulinemia,True,reported RA investigation (not approved)
mycophenolate-mofetil,beta-Thalassemia,True,reported RA investigation (not approved)
nabumetone,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
nabumetone,rheumatoid arthritis,False,out-of-pool (inert for the filter)
namilumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
namilumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
naproxen,Acute Pain,True,known hit (approved)
naproxen,Alzheimer Disease,True,known hit (approved)
naproxen,Arthralgia,True,known hit (approved)
naproxen,Arthritis,True,known hit (approved)
naproxen,"Arthritis, Gouty",True,known hit (approved)
naproxen,"Arthritis, Juvenile",True,known hit (approved)
naproxen,"Arthritis, Rheumatoid",True,known hit (approved)
naproxen,Back Pain,True,known hit (approved)
naproxen,Breast Neoplasms,True,known hit (approved)
naproxen,Bursitis,True,known hit (approved)
naproxen,"Colorectal Neoplasms, Hereditary Nonpolyposis",True,known hit (approved)
naproxen,Common Cold,True,known hit (approved)
naproxen,Duodenal Ulcer,True,known hit (approved)
naproxen,Dysmenorrhea,True,known hit (approved)
naproxen,Fever,True,known hit (approved)
naproxen,Gout,True,known hit (approved)
naproxen,Headache,True,known hit (approved)
naproxen,Inflammation,True,known hit (approved)
naproxen,Low Back Pain,True,known hit (approved)
naproxen,Migraine Disorders,True,known hit (approved)
naproxen,Multiple Sclerosis,True,known hit (approved)
naproxen,Muscle Cramp,True,known hit (approved)
naproxen,Myalgia,True,known hit (approved)
naproxen,Neuralgia,True,known hit (approved)
naproxen,Osteoarthritis,True,known hit (approved)
naproxen,"Osteoarthritis, Hip",True,known hit (approved)
naproxen,"Osteoarthritis, Knee",True,known hit (approved)
naproxen,Pain,True,known hit (approved)
naproxen,Peptic Ulcer,True,known hit (approved)
naproxen,Pleural Effusion,True,known hit (approved)
naproxen,Prostatic Neoplasms,True,known hit (approved)
naproxen,"Prostatic Neoplasms, Castration-Resistant",True,known hit (approved)
naproxen,Rheumatic Diseases,True,known hit (approved)
naproxen,Severe Acute Respiratory Syndrome,True,known hit (approved)
naproxen,Spondylitis,True,known hit (approved)
naproxen,"Spondylitis, Ankylosing",True,known hit (approved)
naproxen,Stomach Ulcer,True,known hit (approved)
naproxen,Tendinopathy,True,known hit (approved)
naproxen,Toothache,True,known hit (approved)
naproxen,Vaginitis,True,known hit (approved)
naproxen,Wounds and Injuries,True,known hit (approved)
naproxen,rheumatoid arthritis,True,known hit (approved)
naproxen sodium,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
naproxen sodium,rheumatoid arthritis,False,out-of-pool (inert for the filter)
natalizumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
natalizumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
niclosamide,Adenomatous Polyposis Coli,True,reported RA investigation (not approved)
niclosamide,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
niclosamide,Colonic Neoplasms,True,reported RA investigation (not approved)
niclosamide,Colorectal Neoplasms,True,reported RA investigation (not approved)
niclosamide,Diabetic Nephropathies,True,reported RA investigation (not approved)
niclosamide,Helminthiasis,True,reported RA investigation (not approved)
niclosamide,"Leukemia, Myeloid, Acute",True,reported RA investigation (not approved)
niclosamide,Prostatic Neoplasms,True,reported RA investigation (not approved)
niclosamide,"Prostatic Neoplasms, Castration-Resistant",True,reported RA investigation (not approved)
niclosamide,Severe Acute Respiratory Syndrome,True,reported RA investigation (not approved)
nipocalimab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
nipocalimab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
nitazoxanide,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
nitazoxanide,rheumatoid arthritis,False,out-of-pool (inert for the filter)
nitroglycerin,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
nitroglycerin,rheumatoid arthritis,False,out-of-pool (inert for the filter)
obefazimod,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
obefazimod,rheumatoid arthritis,False,out-of-pool (inert for the filter)
ocadusertib,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
ocadusertib,rheumatoid arthritis,False,out-of-pool (inert for the filter)
ocrelizumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
ocrelizumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
ofatumumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
ofatumumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
olokizumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
olokizumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
omeprazole,Alzheimer Disease,True,reported RA investigation (not approved)
omeprazole,Anemia,True,reported RA investigation (not approved)
omeprazole,"Anemia, Sickle Cell",True,reported RA investigation (not approved)
omeprazole,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
omeprazole,Barrett Esophagus,True,reported RA investigation (not approved)
omeprazole,Breast Neoplasms,True,reported RA investigation (not approved)
omeprazole,"Carcinoma, Medullary",True,reported RA investigation (not approved)
omeprazole,"Carcinoma, Squamous Cell",True,reported RA investigation (not approved)
omeprazole,Central Serous Chorioretinopathy,True,reported RA investigation (not approved)
omeprazole,"Child Development Disorders, Pervasive",True,reported RA investigation (not approved)
omeprazole,Chronic Pain,True,reported RA investigation (not approved)
omeprazole,Clostridium Infections,True,reported RA investigation (not approved)
omeprazole,"Colitis, Ulcerative",True,reported RA investigation (not approved)
omeprazole,Colorectal Neoplasms,True,reported RA investigation (not approved)
omeprazole,Communicable Diseases,True,reported RA investigation (not approved)
omeprazole,Cough,True,reported RA investigation (not approved)
omeprazole,Crohn Disease,True,reported RA investigation (not approved)
omeprazole,Cysticercosis,True,reported RA investigation (not approved)
omeprazole,"Dermatitis, Atopic",True,reported RA investigation (not approved)
omeprazole,Diabetes Mellitus,True,reported RA investigation (not approved)
omeprazole,"Diabetes Mellitus, Type 1",True,reported RA investigation (not approved)
omeprazole,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
omeprazole,Duodenal Ulcer,True,reported RA investigation (not approved)
omeprazole,Dyspepsia,True,reported RA investigation (not approved)
omeprazole,Erectile Dysfunction,True,reported RA investigation (not approved)
omeprazole,Esophagitis,True,reported RA investigation (not approved)
omeprazole,"Esophagitis, Peptic",True,reported RA investigation (not approved)
omeprazole,Exocrine Pancreatic Insufficiency,True,reported RA investigation (not approved)
omeprazole,Gastrinoma,True,reported RA investigation (not approved)
omeprazole,Gastritis,True,reported RA investigation (not approved)
omeprazole,Gastroesophageal Reflux,True,reported RA investigation (not approved)
omeprazole,Gastrointestinal Hemorrhage,True,reported RA investigation (not approved)
omeprazole,Glaucoma,True,reported RA investigation (not approved)
omeprazole,Granuloma,True,reported RA investigation (not approved)
omeprazole,HIV Infections,True,reported RA investigation (not approved)
omeprazole,Head and Neck Neoplasms,True,reported RA investigation (not approved)
omeprazole,Heartburn,True,reported RA investigation (not approved)
omeprazole,Helicobacter Infections,True,reported RA investigation (not approved)
omeprazole,Hemorrhage,True,reported RA investigation (not approved)
omeprazole,"Hepatitis B, Chronic",True,reported RA investigation (not approved)
omeprazole,Hepatitis C,True,reported RA investigation (not approved)
omeprazole,"Hepatitis C, Chronic",True,reported RA investigation (not approved)
omeprazole,Idiopathic Pulmonary Fibrosis,True,reported RA investigation (not approved)
omeprazole,Infections,True,reported RA investigation (not approved)
omeprazole,Laryngomalacia,True,reported RA investigation (not approved)
omeprazole,Lymphoma,True,reported RA investigation (not approved)
omeprazole,"Lymphoma, B-Cell, Marginal Zone",True,reported RA investigation (not approved)
omeprazole,Melanoma,True,reported RA investigation (not approved)
omeprazole,Mitochondrial Diseases,True,reported RA investigation (not approved)
omeprazole,"Multiple Sclerosis, Relapsing-Remitting",True,reported RA investigation (not approved)
omeprazole,"Muscular Atrophy, Spinal",True,reported RA investigation (not approved)
omeprazole,Neoplasms,True,reported RA investigation (not approved)
omeprazole,Osteoarthritis,True,reported RA investigation (not approved)
omeprazole,Pain,True,reported RA investigation (not approved)
omeprazole,Pancreatic Neoplasms,True,reported RA investigation (not approved)
omeprazole,Peptic Ulcer,True,reported RA investigation (not approved)
omeprazole,Peripheral Nervous System Diseases,True,reported RA investigation (not approved)
omeprazole,Prostatic Neoplasms,True,reported RA investigation (not approved)
omeprazole,"Prostatic Neoplasms, Castration-Resistant",True,reported RA investigation (not approved)
omeprazole,Psoriasis,True,reported RA investigation (not approved)
omeprazole,"Pulmonary Disease, Chronic Obstructive",True,reported RA investigation (not approved)
omeprazole,"Spondylitis, Ankylosing",True,reported RA investigation (not approved)
omeprazole,Squamous Cell Carcinoma of Head and Neck,True,reported RA investigation (not approved)
omeprazole,Squamous Intraepithelial Lesions,True,reported RA investigation (not approved)
omeprazole,Stomach Neoplasms,True,reported RA investigation (not approved)
omeprazole,Stomach Ulcer,True,reported RA investigation (not approved)
omeprazole,Ulcer,True,reported RA investigation (not approved)
omeprazole,Wounds and Injuries,True,reported RA investigation (not approved)
omeprazole,Zollinger-Ellison Syndrome,True,reported RA investigation (not approved)
